Number,Name,Pos,Height,Height_cm,Weight,Date of Birth,Age,Birth Place,Current Club,Nat,Group
19,Julio Salinas,F,6'02,187.96,12 13,11/09/1962,31,Bilbao,Barcelona,Spain,C
20,Miguel çngel Nadal,D,6'02,187.96,12 11,28/07/1966,27,Manacor,Barcelona,Spain,C
21,Luis Enrique,M,5'11,180.34,11 07,08/05/1970,24,Gijon,Real Madrid,Spain,C
22,Julen Lopetegui,G,6'01,185.42,13 10,20/08/1966,27,Asteasu,Logro–_s,Spain,C
1,Sergio Goycochea,G,6'01,185.42,12 11,17/10/1963,30,Lima,River Plate,Argentina,D
2,Sergio V‡zquez,D,5'10,177.8,12 04,23/11/1965,28,Buenos Aires,Universidad Cat—lica,Argentina,D
3,Jos_ Chamot,D,6'01,185.42,12 04,17/05/1969,25,Concepci—n del Uruguay,Foggia,Argentina,D
4,Roberto N_stor Sensini,D,5'10,177.8,12 02,12/10/1966,27,Arroyo Seco,Parma,Argentina,D
5,Fernando Redondo,M,6'01,185.42,11 11,06/06/1969,25,Adrogu_,Tenerife,Argentina,D
6,Oscar Ruggeri,D,6'00,182.88,12 13,26/01/1962,32,Corral de Bustos,San Lorenzo,Argentina,D
7,Claudio Caniggia,F,5'09,175.26,11 03,09/11/1967,26,Henderson,Roma,Argentina,D
8,Jos_ Basualdo,M,5'10,177.8,11 09,20/06/1963,30,Campana,V_lez S‡rsfield,Argentina,D
9,Gabriel Batistuta,F,6'01,185.42,12 13,01/02/1969,25,Avellaneda,Fiorentina,Argentina,D
10,Diego Maradona,M,5'06,167.64,11 00,30/10/1960,33,Villa Fiorito,Newell's Old Boys,Argentina,D
11,Ram—n Medina Bello,F,,,,29/04/1966,28,Gualeguay,Yokohama Marinos,Argentina,D
12,Luis Islas,G,6'02,187.96,13 10,22/12/1965,28,Buenos Aires,Independiente,Argentina,D
13,Fernando C‡ceres,D,5'11,180.34,12 02,07/02/1969,25,San Isidro,Zaragoza,Argentina,D
14,Diego Simeone,M,5'09,175.26,11 00,28/04/1970,24,Buenos Aires,Sevilla,Argentina,D
15,Jorge Borelli,D,5'10,177.8,11 07,02/11/1964,29,Ramos Mejia,Racing Club,Argentina,D
16,Hern‡n D’az,D,5'09,175.26,11 00,26/02/1965,29,Barrancas,River Plate,Argentina,D
17,Ariel Ortega,F,5'07,170.18,10 01,04/03/1974,20,General San Mart’n,River Plate,Argentina,D
18,Hugo P_rez,M,6'00,182.88,13 05,06/10/1968,25,Avellaneda,Independiente,Argentina,D
19,Abel Balbo,F,5'11,180.34,12 04,01/06/1966,28,Villa Constitucion,Roma,Argentina,D
20,Leo Rodr’guez,M,5'11,180.34,12 00,27/08/1966,27,Lanœs,Atalanta,Argentina,D
21,Alejandro Mancuso,M,,,,04/09/1968,25,Ciudadela,Boca Juniors,Argentina,D
22,Norberto Scoponi,G,6'02,187.96,13 03,13/01/1961,33,Rosario,Newell's Old Boys,Argentina,D
1,Borislav Mikhailov,G,6'00,182.88,12 00,12/02/1963,31,,Mulhouse,Bulgaria,D
2,Emil Kremenliev,D,5'09,175.26,11 11,13/08/1969,24,Sofia,Levski Sofia,Bulgaria,D
3,Trifon Ivanov,D,5'11,180.34,11 03,27/07/1965,28,Lipnitsa,Neuch‰tel Xamax,Bulgaria,D
4,Tsanko Tsvetanov,D,5'10,177.8,12 01,06/01/1970,24,Svishtov,Levski Sofia,Bulgaria,D
5,Petar Houbchev,D,6'01,185.42,12 04,26/02/1964,30,Glozhene,Hamburg,Bulgaria,D
6,Zlatko Yankov,M,6'00,182.88,12 08,07/06/1966,28,Burgas,Levski Sofia,Bulgaria,D
7,Emil Kostadinov,F,5'11,180.34,12 00,12/08/1967,26,Sofia,Porto,Bulgaria,D
8,Hristo Stoichkov,F,5'10,177.8,13 05,08/02/1966,28,Plovdiv,Barcelona,Bulgaria,D
9,Yordan Letchkov,M,6'01,185.42,11 09,09/07/1967,26,Sliven,Hamburg,Bulgaria,D
10,Nasko Sirakov,M,6'01,185.42,12 13,26/04/1962,32,Sofia,Levski Sofia,Bulgaria,D
11,Daniel Borimirov,M,6'01,185.42,12 04,15/01/1970,24,Vidin,Levski Sofia,Bulgaria,D
12,Plamen Nikolov,G,6'00,182.88,12 02,20/08/1961,32,,Levski Sofia,Bulgaria,D
13,Ivaylo Yordanov,M,5'11,180.34,13 05,22/04/1968,26,,Sporting CP,Bulgaria,D
14,Bontcho Guentchev,F,5'10,177.8,11 07,07/07/1964,29,Tchoshevo,Ipswich T,Bulgaria,D
15,Nikolay Iliev,D,6'03,190.5,13 03,31/03/1964,30,,Rennes,Bulgaria,D
16,Ilian Kiriakov,M,5'05,165.1,11 09,04/08/1967,26,Pavlikeni,M_rida,Bulgaria,D
17,Petar Mihtarski,F,,,,15/07/1966,27,,Pirin Blagoevgrad,Bulgaria,D
18,Petar Aleksandrov,F,6'00,182.88,12 04,07/12/1962,31,,Aarau,Bulgaria,D
19,Georgi Georgiev,M,5'11,180.34,12 06,10/01/1963,31,Plovdiv,Mulhouse,Bulgaria,D
20,Krassimir Balakov,M,5'09,175.26,11 09,29/03/1966,28,Veliko Tarnovo,Sporting CP,Bulgaria,D
21,Velko Yotov,F,,,,26/08/1970,23,,Espanyol,Bulgaria,D
22,Ivaylo Andonov,F,,,,14/08/1967,26,,CSKA Sofia,Bulgaria,D
1,Andonis Minou,G,6'04,193.04,13 01,04/05/1958,36,,Apollon Athens,Greece,D
2,Stratos Apostolakis,D,,,,17/05/1964,30,,Panathinaikos,Greece,D
3,Thanasis Kolitsidakis,D,6'00,182.88,12 04,20/11/1966,27,,Panathinaikos,Greece,D
4,Stelios Manolas,D,6'02,187.96,12 13,13/07/1961,32,Naxos,AEK,Greece,D
5,Ioannis Kalitzakis,D,6'02,187.96,13 03,10/02/1966,28,,Panathinaikos,Greece,D
6,Panagiotis Tsalouchidis,M,5'11,180.34,13 03,30/03/1963,31,,Olympiakos,Greece,D
7,Dimitris Saravakos,F,5'09,175.26,11 09,26/07/1961,32,,Panathinaikos,Greece,D
8,Nikos Nioplias,M,5'08,172.72,10 12,17/01/1965,29,,Panathinaikos,Greece,D
9,Nikos Machlas,F,6'00,182.88,11 07,16/06/1973,21,Heraklion,OFI,Greece,D
10,Tasos Mitropoulos,M,6'03,190.5,13 03,23/08/1957,36,Volos,AEK,Greece,D
11,Nikos Tsiantakis,M,5'11,180.34,11 09,20/10/1963,30,Trikala,Olympiakos,Greece,D
12,Spiros Marangos,M,5'10,177.8,11 09,20/02/1967,27,,Panathinaikos,Greece,D
13,Vaios Karagiannis,D,5'08,172.72,12 04,25/06/1968,25,,AEK,Greece,D
14,Vasilis Dimitriadis,F,6'00,182.88,11 11,01/02/1966,28,,AEK,Greece,D
15,Christos Karkamanis,G,6'00,182.88,12 11,22/09/1969,24,Saloniki,Aris,Greece,D
16,Alexis Alexoudis,F,6'01,185.42,11 07,20/06/1972,21,,OFI,Greece,D
17,Minas Hantzidis,D,,,,04/07/1966,27,,Olympiakos,Greece,D
18,Kiriakos Karataidids,D,5'11,180.34,11 09,04/07/1965,28,,Olympiakos,Greece,D
19,Savvas Kofidis,M,5'10,177.8,10 08,05/02/1961,33,Alma-Ata,Aris,Greece,D
20,Ilias Atmatzidis,G,6'00,182.88,12 02,24/04/1969,25,,AEK,Greece,D
21,Alexandros Alexandris,D,5'10,177.8,11 11,21/10/1968,25,,Olympiakos,Greece,D
22,Alexandros Alexiou,M,6'01,185.42,12 11,08/09/1963,30,,PAOK,Greece,D
1,Peter Rufai,G,6'02,187.96,13 03,24/08/1963,30,Lagos,Go Ahead Eagles,Nigeria,D
2,Augustine Eguavoen,D,6'01,185.42,11 05,19/08/1965,28,Benin City,Kortrijk,Nigeria,D
3,Benedict Iroha,D,5'06,167.64,11 00,29/11/1969,24,Aba,Vitesse Arnhem,Nigeria,D
4,Stephen Keshi,D,6'01,185.42,12 08,23/01/1962,32,Lagos,Molenbeek,Nigeria,D
5,Uche Okechukwu,D,6'02,187.96,14 09,27/09/1967,26,Muboko,Fenerbahçe,Nigeria,D
6,Chidi Nwanu,D,5'10,177.8,12 13,01/01/1967,27,Port Harcourt,Anderlecht,Nigeria,D
7,Finidi George,F,6'02,187.96,12 06,15/04/1971,23,Port Harcourt,Ajax,Nigeria,D
8,Thompson Oliha,M,5'11,180.34,12 02,04/10/1968,25,,Africa Sports,Nigeria,D
9,Rashidi Yekini,F,6'01,185.42,12 13,23/10/1963,30,Kaduna,Vit—ria Setœbal,Nigeria,D
10,Jay-Jay Okocha,M,5'09,175.26,11 00,14/08/1973,20,Enugu,Eintracht Frankfurt,Nigeria,D
11,Emmanuel Amuneke,F,5'10,177.8,12 00,25/12/1970,23,Eze Obodo,Zamalek,Nigeria,D
12,Samson Siasia,F,5'11,180.34,11 11,14/08/1967,26,Lagos,Nantes,Nigeria,D
13,Emeka Ezeugo,M,5'11,180.34,12 04,16/12/1965,28,Aba,Budapest-Honv_d,Nigeria,D
14,Daniel Amokachi,F,5'11,180.34,12 11,30/12/1972,21,Kaduna,Club Brugge,Nigeria,D
15,Sunday Oliseh,M,6'00,182.88,12 08,14/09/1974,19,Abavo,Standard Liège,Nigeria,D
16,Alloysius Agu,G,5'10,177.8,12 06,12/07/1967,26,,Standard Liège,Nigeria,D
17,Victor Ikpeba,F,5'09,175.26,10 12,12/06/1973,21,Benin City,Monaco,Nigeria,D
18,Efan Ekoku,F,6'00,182.88,12 02,08/06/1967,27,Cheetham Hill,Norwich C,Nigeria,D
19,Michael Emenalo,D,6'00,182.88,12 06,14/07/1965,28,Aba,Eintracht Trier,Nigeria,D
20,Uche Okafor,D,6'02,187.96,13 03,08/08/1967,26,Owerri,Hannover 96,Nigeria,D
21,Mutiu Adepoju,M,5'11,180.34,12 00,22/12/1970,23,Ibadan,Racing Santander,Nigeria,D
22,Wilfred Agbonavbare,G,6'03,190.5,12 08,05/10/1966,27,Lagos,Rayo Vallecano,Nigeria,D
1,Gianluca Pagliuca,G,6'03,190.5,13 10,18/12/1966,27,Bologna,Sampdoria,Italy,E
2,Luigi Apolloni,D,6'00,182.88,12 02,02/05/1967,27,Frascati,Parma,Italy,E
3,Antonio Benarrivo,D,5'07,170.18,10 12,21/08/1968,25,Brindisi,Parma,Italy,E
4,Alessandro Costacurta,D,6'00,182.88,11 11,24/04/1966,28,Orago,Milan,Italy,E
5,Paolo Maldini,D,6'02,187.96,13 05,26/06/1968,25,Milan,Milan,Italy,E
6,Franco Baresi,D,5'09,175.26,11 00,08/05/1960,34,Travagliato,Milan,Italy,E
7,Lorenzo Minotti,D,6'01,185.42,12 00,08/02/1967,27,Cesena,Parma,Italy,E
8,Roberto Mussi,D,5'11,180.34,11 07,25/08/1963,30,Massa,Torino,Italy,E
9,Mauro Tassotti,D,5'10,177.8,11 05,19/01/1960,34,Rome,Milan,Italy,E
10,Roberto Baggio,F,5'09,175.26,11 07,18/02/1967,27,Caldogno,Juventus,Italy,E
11,Demetrio Albertini,M,5'11,180.34,12 02,23/08/1971,22,Besana,Milan,Italy,E
12,Luca Marchegiani,G,6'02,187.96,12 02,22/02/1966,28,Ancona,Lazio,Italy,E
13,Dino Baggio,M,6'02,187.96,12 08,24/07/1971,22,Camposampiero,Juventus,Italy,E
14,Nicola Berti,M,6'01,185.42,12 00,14/04/1967,27,Salsomaggiore Terme,Internazionale,Italy,E
15,Antonio Conte,M,5'10,177.8,11 07,31/07/1969,24,Lecce,Juventus,Italy,E
16,Roberto Donadoni,M,5'08,172.72,10 10,09/09/1963,30,Cisano Bergamasco,Milan,Italy,E
17,Alberigo Evani,M,5'09,175.26,09 13,01/01/1963,31,Massa,Sampdoria,Italy,E
18,Pierluigi Casiraghi,F,6'00,182.88,12 04,04/03/1969,25,Monza,Lazio,Italy,E
19,Daniele Massaro,F,5'10,177.8,11 11,23/05/1961,33,Monza,Milan,Italy,E
20,Giuseppe Signori,F,5'07,170.18,10 10,17/02/1968,26,Alzano Lombardo,Lazio,Italy,E
21,Gianfranco Zola,F,5'06,167.64,10 08,05/07/1966,27,Oliena,Parma,Italy,E
22,Luca Bucci,G,5'11,180.34,12 02,13/03/1969,25,Bologna,Parma,Italy,E
1,Jorge Campos,G,5'09,175.26,11 00,15/10/1966,27,Acapulco,UNAM,Mexico,E
2,Claudio Su‡rez,D,5'10,177.8,11 11,17/12/1968,25,Texcoco,UNAM,Mexico,E
3,Juan de Dios Ram’rez Perales,D,5'10,177.8,11 09,08/03/1969,25,Mexico City,UNAM,Mexico,E
4,Ignacio Ambr’z,D,5'10,177.8,12 00,07/02/1965,29,Mexico City,Necaxa,Mexico,E
5,Ram—n Ram’rez,M,5'08,172.72,11 05,05/12/1969,24,Ixtlan del Rio,Santos Laguna,Mexico,E
6,Marcelino Bernal,M,5'11,180.34,11 05,27/05/1962,32,Tepic,Toluca,Mexico,E
7,Carlos Hermosillo,F,6'02,187.96,12 13,24/08/1964,29,Cerro Azul,Cruz Azul,Mexico,E
8,Alberto Garc’a Aspe,M,5'09,175.26,11 05,11/05/1967,27,Mexico City,Necaxa,Mexico,E
9,Hugo S‡nchez,F,5'09,175.26,11 07,11/06/1958,36,Mexico City,Rayo Vallecano,Mexico,E
10,Luis Garc’a,F,5'07,170.18,10 10,01/06/1969,25,Mexico City,Atl_tico Madrid,Mexico,E
11,Luis Roberto Alves,F,6'04,193.04,12 13,23/05/1967,27,Mexico City,Am_rica,Mexico,E
12,F_lix Fern‡ndez,G,6'00,182.88,11 07,11/01/1967,27,Mexico City,Atlante,Mexico,E
13,Juan Carlos Ch‡vez,M,5'10,177.8,11 11,18/01/1967,27,Zamora,Atlas,Mexico,E
14,Joaqu’n del Olmo,M,5'09,175.26,11 00,20/04/1969,25,Tampico,Veracruz,Mexico,E
15,Missael Espinoza,M,5'10,177.8,12 00,07/02/1965,29,Tepic,Guadalajara,Mexico,E
16,Luis Antonio Vald_z,M,,,,01/07/1965,28,Aguascalientes,Le—n,Mexico,E
17,Benjam’n Galindo,M,5'09,175.26,11 00,11/12/1960,33,Tierra Blanca,Guadalajara,Mexico,E
18,Jos_ Luis Salgado,D,5'10,177.8,,03/04/1966,28,Mexico City,Atlante,Mexico,E
19,Luis Miguel Salvador,F,5'10,177.8,11 00,22/02/1968,26,Mexico City,Guadalajara,Mexico,E
20,Jorge Rodr’guez,M,5'10,177.8,11 11,18/04/1968,26,Toluca,Toluca,Mexico,E
21,Raœl Guti_rrez,D,5'09,175.26,10 08,16/10/1966,27,Mexico City,Atlante,Mexico,E
22,Adrian Ch‡vez,G,6'02,187.96,12 08,27/06/1962,31,Mexico City,Am_rica,Mexico,E
1,Erik Thorstvedt,G,6'04,193.04,14 03,28/10/1962,31,Stavanger,Tottenham H,Norway,E
2,Gunnar Halle,D,6'00,182.88,12 04,11/08/1965,28,Larvik,Oldham Ath,Norway,E
3,Erland Johnsen,D,6'00,182.88,13 05,05/04/1967,27,Moss,Chelsea,Norway,E
4,Rune Bratseth,D,6'04,193.04,13 05,19/03/1961,33,Trondheim,Werder Bremen,Norway,E
5,Stig Inge Bj¿rnebye,D,5'10,177.8,11 09,11/12/1969,24,Elverum,Liverpool,Norway,E
6,Jostein Flo,M,6'04,193.04,13 08,03/10/1964,29,Stryn,Sheffield U,Norway,E
7,Erik Mykland,M,5'08,172.72,09 13,21/07/1971,22,Ris¿r,Start,Norway,E
8,¯yvind Leonhardsen,M,5'10,177.8,11 02,17/08/1970,23,Kristiansund,Rosenborg,Norway,E
9,Jan-Åge Fj¿rtoft,F,6'02,187.96,14 00,10/01/1967,27,Aalesund,Swindon T,Norway,E
10,Kjetil Rekdal,M,6'02,187.96,12 11,06/11/1968,25,Molde,Lierse,Norway,E
11,Mini Jakobsen,M,5'06,167.64,11 05,08/11/1965,28,Gravdal,Young Boys,Norway,E
12,Frode GrodŒs,G,6'02,187.96,13 08,24/10/1964,29,Hornindal,Lillestr¿m,Norway,E
13,Ola By Rise,G,6'03,190.5,14 00,14/11/1960,33,Trondheim,Rosenborg,Norway,E
14,Roger Nilsen,D,5'11,180.34,11 11,08/08/1969,24,Troms¿,Sheffield U,Norway,E
15,Karl Petter L¿ken,D,6'00,182.88,11 07,14/08/1966,27,Karlskoga,Rosenborg,Norway,E
16,G¿ran S¿rloth,F,5'11,180.34,12 06,16/07/1962,31,Trondheim,Bursaspor,Norway,E
17,Dan Eggen,D,6'04,193.04,12 06,13/01/1970,24,Oslo,Br¿ndby,Norway,E
18,Alf-Inge Haaland,D,6'01,185.42,12 13,23/11/1972,21,Stavanger,Nottingham F,Norway,E
19,Roar Strand,M,5'10,177.8,12 08,02/02/1970,24,Trondheim,Rosenborg,Norway,E
20,Henning Berg,D,6'00,182.88,12 04,01/09/1969,24,Eidsvoll,Blackburn R,Norway,E
21,Sigurd Rushfeldt,F,6'03,190.5,13 08,11/12/1972,21,Vads¿,Troms¿,Norway,E
22,Lars Bohinen,M,6'01,185.42,14 05,08/09/1969,24,Vads¿,Nottingham F,Norway,E
1,Packie Bonner,G,6'02,187.96,12 02,24/05/1960,34,Cloughglass,Celtic,Ireland,E
2,Denis Irwin,D,5'08,172.72,10 10,31/10/1965,28,Cork,Manchester U,Ireland,E
3,Terry Phelan,D,5'08,172.72,10 01,16/03/1967,27,Manchester,Manchester C,Ireland,E
4,Kevin Moran,D,5'11,180.34,12 13,29/04/1956,38,Dublin,Blackburn R,Ireland,E
5,Paul McGrath,D,6'01,185.42,13 12,04/12/1959,34,Ealing,Aston Villa,Ireland,E
6,Roy Keane,M,5'11,180.34,12 02,10/08/1971,22,Cork,Manchester U,Ireland,E
7,Andy Townsend,M,5'11,180.34,12 06,23/07/1963,30,Maidstone,Aston Villa,Ireland,E
8,Ray Houghton,M,5'07,170.18,10 08,06/01/1962,32,Glasgow,Aston Villa,Ireland,E
9,John Aldridge,F,5'11,180.34,11 07,18/09/1958,35,Liverpool,Tranmere R,Ireland,E
10,John Sheridan,M,5'09,175.26,10 12,01/10/1964,29,Stretford,Sheffield W,Ireland,E
11,Steve Staunton,D,6'01,185.42,12 11,19/01/1969,25,Drogheda,Aston Villa,Ireland,E
12,Gary Kelly,D,5'08,172.72,11 00,09/07/1974,19,Drogheda,Leeds U,Ireland,E
13,Alan Kernaghan,D,6'02,187.96,13 01,25/04/1967,27,Otley,Manchester C,Ireland,E
14,Phil Babb,D,6'00,182.88,12 02,30/11/1970,23,Lambeth,Coventry C,Ireland,E
15,Tommy Coyne,F,5'11,180.34,11 09,14/11/1962,31,Govan,Motherwell,Ireland,E
16,Tony Cascarino,F,6'03,190.5,12 06,01/09/1962,31,St Paul's Cray,Chelsea,Ireland,E
17,Eddie McGoldrick,M,5'10,177.8,11 11,30/04/1965,29,Islington,Arsenal,Ireland,E
18,Ronnie Whelan,M,5'09,175.26,12 00,25/09/1961,32,Dublin,Liverpool,Ireland,E
19,Alan McLoughlin,M,5'08,172.72,10 10,20/04/1967,27,Manchester,Portsmouth,Ireland,E
20,David Kelly,F,5'11,180.34,11 03,25/11/1965,28,Birmingham,Wolverhampton W,Ireland,E
21,Jason McAteer,M,5'11,180.34,10 08,18/06/1971,22,Birkenhead,Bolton W,Ireland,E
22,Alan Kelly,G,6'03,190.5,12 04,11/08/1968,25,Preston,Sheffield U,Ireland,E
1,Michel Preud'homme,G,6'00,182.88,12 04,24/01/1959,35,Ougree,Mechelen,Belgium,F
2,Dirk Medved,D,6'00,182.88,11 09,15/09/1968,25,Genk,Club Brugge,Belgium,F
3,Vital Borkelmans,D,5'09,175.26,11 11,01/06/1963,31,Maaseik,Club Brugge,Belgium,F
4,Philippe Albert,D,6'03,190.5,12 13,10/08/1967,26,Bouillon,Anderlecht,Belgium,F
5,Rudi Smidts,D,5'10,177.8,11 05,12/08/1963,30,Deurne,Royal Antwerp,Belgium,F
6,Lorenzo Staelens,D,6'00,182.88,12 02,30/04/1964,30,Courtrai,Club Brugge,Belgium,F
7,Franky Van Der Elst,M,6'00,182.88,12 00,30/04/1961,33,Opwijk,Club Brugge,Belgium,F
8,Luc Nilis,F,6'01,185.42,12 00,25/05/1967,27,Hasselt,Anderlecht,Belgium,F
9,Marc Degryse,F,5'08,172.72,11 00,04/09/1965,28,Roeselare,Anderlecht,Belgium,F
10,Enzo Scifo,M,5'09,175.26,11 09,19/02/1966,28,Haine-Saint-Paul,Monaco,Belgium,F
11,Alexandre Czerniatynski,F,6'01,185.42,12 00,28/07/1960,33,,Mechelen,Belgium,F
12,Filip De Wilde,G,6'02,187.96,12 06,05/07/1964,29,Zele,Anderlecht,Belgium,F
13,Georges GrŸn,D,6'01,185.42,12 00,25/01/1962,32,Etterbeek,Parma,Belgium,F
14,Michel De Wolf,D,5'07,170.18,10 10,19/01/1958,36,Nivelles,Anderlecht,Belgium,F
15,Marc Emmers,M,5'11,180.34,11 03,25/02/1966,28,Hamont,Anderlecht,Belgium,F
16,Danny Boffin,M,5'08,172.72,09 13,10/07/1965,28,Sint-Truiden,Anderlecht,Belgium,F
17,Josip Weber,F,6'00,182.88,12 00,16/11/1964,29,Split,Cercle Brugge,Belgium,F
18,Marc Wilmots,M,6'00,182.88,14 00,22/02/1969,25,Dongelberg,Standard Liège,Belgium,F
19,Eric Van Meir,D,6'02,187.96,13 05,28/02/1968,26,,Charleroi,Belgium,F
20,Dany Verlinden,G,5'09,175.26,12 13,15/08/1963,30,Aarschot,Club Brugge,Belgium,F
21,Stephan Van Der Heyden,M,6'00,182.88,11 00,03/07/1969,24,St. Gilles-Waas,Club Brugge,Belgium,F
22,Pascal Renier,D,6'00,182.88,11 05,03/08/1971,22,Waremme,Club Brugge,Belgium,F
1,Ed De Goey,G,6'06,198.12,15 04,20/12/1966,27,Gouda,Feyenoord,Holland,F
2,Frank de Boer,D,5'10,177.8,11 11,15/05/1970,24,Hoorn,Ajax,Holland,F
3,Frank Rijkaard,D,6'03,190.5,13 10,30/09/1962,31,Amsterdam,Ajax,Holland,F
4,Ronald Koeman,D,5'11,180.34,12 08,21/03/1963,31,Zaandam,Barcelona,Holland,F
5,Rob Witschge,M,5'11,180.34,12 00,22/08/1966,27,Amsterdam,Feyenoord,Holland,F
6,Jan Wouters,M,5'09,175.26,11 09,17/07/1960,33,Utrecht,PSV Eindhoven,Holland,F
7,Marc Overmars,M,5'08,172.72,11 05,29/03/1973,21,Emst,Ajax,Holland,F
8,Wim Jonk,M,6'00,182.88,12 02,12/10/1966,27,Volendam,Internazionale,Holland,F
9,Ronald de Boer,M,5'11,180.34,12 02,15/05/1970,24,Hoorn,Ajax,Holland,F
10,Dennis Bergkamp,F,6'00,182.88,12 04,10/05/1969,25,Amsterdam,Internazionale,Holland,F
11,Bryan Roy,F,5'10,177.8,11 09,12/02/1970,24,Amsterdam,Foggia,Holland,F
12,John Bosman,F,6'02,187.96,13 03,01/02/1965,29,Bovenkerk,Anderlecht,Holland,F
13,Edwin van der Sar,G,6'06,198.12,13 01,29/10/1970,23,Voorhout,Ajax,Holland,F
14,Ulrich van Gobbel,D,6'00,182.88,13 01,16/01/1971,23,Paramaribo,Feyenoord,Holland,F
15,Danny Blind,D,5'09,175.26,11 07,01/08/1961,32,Oost-Souburg,Ajax,Holland,F
16,Arthur Numan,D,5'11,180.34,11 00,14/12/1969,24,Heemskerk,PSV Eindhoven,Holland,F
17,Gaston Taument,F,5'10,177.8,12 04,01/10/1970,23,Den Haag,Feyenoord,Holland,F
18,Stan Valckx,D,5'11,180.34,11 11,20/10/1963,30,Arcen,Sporting CP,Holland,F
19,Peter van Vossen,F,6'00,182.88,13 01,21/04/1968,26,Zierikzee,Ajax,Holland,F
20,Aron Winter,M,5'10,177.8,10 12,01/03/1967,27,Paramaribo,Lazio,Holland,F
21,John de Wolf,D,6'02,187.96,12 00,10/12/1962,31,Schiedam,Feyenoord,Holland,F
22,Theo Snelders,G,6'02,187.96,14 02,07/12/1963,30,Westervoort,Aberdeen,Holland,F
1,Khalil Azmi,G,5'11,180.34,12 00,23/08/1964,29,,Raja Casablanca,Morocco,F
2,Nacer Abdellah,D,5'11,180.34,11 05,03/03/1966,28,Sidi Slimane,Waregem,Morocco,F
3,Abdelkrim El Hadrioui,D,5'10,177.8,11 00,06/03/1972,22,Taza,FAR Rabat,Morocco,F
4,Tahar El Khalej,D,6'02,187.96,13 05,16/06/1968,26,Marrakech,KAC Marrakesh,Morocco,F
5,Isma‘l Triki,D,5'11,180.34,11 11,01/08/1967,26,Zenata,Ch‰teauroux,Morocco,F
6,Noureddine Naybet,D,5'11,180.34,12 00,10/02/1970,24,Casablanca,Nantes,Morocco,F
7,Mustapha Hadji,M,6'00,182.88,11 09,16/11/1971,22,Ifrane,Nancy,Morocco,F
8,Rachid Azzouzi,M,5'11,180.34,12 00,10/01/1971,23,F_s,Duisburg,Morocco,F
9,Mohammed Chaouch,F,5'09,175.26,11 09,12/12/1966,27,,Nice,Morocco,F
10,Mustafa El Haddaoui,M,5'10,177.8,10 06,28/07/1961,32,,Angers,Morocco,F
11,Rachid Daoudi,M,5'07,170.18,10 12,21/02/1966,28,Fez,WAC Casablanca,Morocco,F
12,Said Dghay,G,,,,14/01/1964,30,,Olympique Casablanca,Morocco,F
13,Ahmed Bahja,F,6'01,185.42,12 04,06/12/1970,23,,KAC Marrakesh,Morocco,F
14,Ahmed Masbahi,D,5'11,180.34,12 06,17/01/1966,28,,KAC Marrakesh,Morocco,F
15,El Arbi Hababi,M,5'07,170.18,10 10,12/08/1967,26,,Olympique Khouribga,Morocco,F
16,Hassan Nader,F,6'00,182.88,12 06,08/07/1965,28,Casablanca,Farense,Morocco,F
17,Abdelsalam El Ghrissi,F,,,,05/01/1962,32,,Raja Casablanca,Morocco,F
18,Rachid Neqrouz,D,6'02,187.96,13 03,10/04/1972,22,Ksar es Souk,Mouloudia Oujda,Morocco,F
19,Abdelmajid Bouyboud,F,5'10,177.8,11 03,24/10/1966,27,,WAC Casablanca,Morocco,F
20,Hassan Kachloul,M,6'01,185.42,12 08,19/02/1973,21,Agadir,N”mes,Morocco,F
21,Mohammed Samadi,F,5'08,172.72,11 09,31/03/1970,24,,FAR Rabat,Morocco,F
22,Zakaria Alaoui,G,6'00,182.88,12 00,17/06/1966,28,,KAC Marrakesh,Morocco,F
1,Mohamed Al-Deayea,G,6'02,187.96,12 00,02/08/1972,21,Tabuk,Al-Ta'ee,Saudi Arabia,F
2,Abdullah Al-Dosari,D,5'09,175.26,10 03,01/11/1969,24,,Al-Ittihad,Saudi Arabia,F
3,Mohammed Al-Khilaiwi,D,5'09,175.26,11 00,21/08/1971,22,,Al-Ittihad,Saudi Arabia,F
4,Abdullah Zubromawi,D,5'11,180.34,,15/11/1973,20,,Al-Ahli,Saudi Arabia,F
5,Ahmad Jamil Madani,D,5'10,177.8,,06/01/1970,24,,Al-Ittihad,Saudi Arabia,F
6,Fuad Amin,M,5'10,177.8,10 10,13/10/1970,23,,Al-Shabab,Saudi Arabia,F
7,Fahad Al-Ghesheyan,F,5'09,175.26,09 08,01/08/1973,20,,Al-Hilal,Saudi Arabia,F
8,Fahad Al-Bishi,M,5'09,175.26,10 08,10/09/1965,28,Bisha,Al-Nasser,Saudi Arabia,F
9,Majed Abdullah,F,,,,01/11/1959,34,Jeddah,Al-Nasser,Saudi Arabia,F
10,Saeed Al-Owairan,F,6'00,182.88,12 00,19/08/1967,26,,Al-Shabab,Saudi Arabia,F
11,Fahad Al-Mehallel,F,5'07,170.18,10 03,11/11/1970,23,,Al-Shabab,Saudi Arabia,F
12,Sami Al-Jaber,M,5'09,175.26,10 06,11/12/1972,21,Riyadh,Al-Hilal,Saudi Arabia,F
13,Mohamed Al-Jawad,D,5'08,172.72,10 06,28/11/1962,31,,Al-Ahli,Saudi Arabia,F
